Sr No.,NUMC_ID,morb_code,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
14187,8,SAT-I.7,औषधम्,auṣadham,auShadham,4,0,medicine,synonym of cikitsā; therapeutic measures by which the disease is cured and health is restored,,1
14188,9,SAT-I.8,उपक्रमः,upakramaḥ,upakramaH,4,0,therapeutic methods/ measures,synonym of cikitsā; the therapeutic measures to counteract the disease condition,,1
14189,10,SAT-I.9,प्रायश्चित्तम्,prāyaścittam,prAyaScittam,4,0,repentance/ atonement,synonym of cikitsā; atonement to cure the diseases caused due to wrong deeds [also mentioned as a type of daivavyapaśraya cikitsā],,1
14190,11,SAT-I.10,प्रशमनम्,praśamanam,praSamanam,4,0,subsiding the disease,synonym of cikitsā; the process of subsidence of disease e.g alleviation of burning sensation (dāhapraśamana)  in case of dāha,,1
14191,12,SAT-I.11,प्रकृति-स्थापनम्,prakṛti-sthāpanam,prakRuti-sthApanam,4,0,restoration of health,synonym of cikitsā; process of restoration of health,,1
14192,13,SAT-I.12,हितम्,hitam,hitam,4,0,conducive to health,"synonym of cikitsā; wholesome  āhāra (food), vihāra (all activities such as daily routine etc. and auṣadha  (medication) which are conducive to health",,1
14193,14,SAT-I.13,वारणम्,vāraṇam,vAraNam,4,0,warding off diseases,synonym of cikitsā; the process by which the disease is ward off,,1
14194,15,SAT-I.14,दैवव्यपाश्रयः,daivavyapāśrayaḥ,daivavyapASrayaH,4,0,spiritual therapy,"one of the classifications of treatment; spiritual therapies are incantation of mantra, talisman, wearing of gems, auspicious offerings, gifts, oblations, atonement, fasting, going to pilgrimage etc.",,1
14195,16,SAT-I.15,मन्त्र-चिकित्सा,mantra-cikitsā,mantra-cikitsA,15,0,treatment through chanting of auspicious hymns,type of daivavyapāśraya cikitsā; treatment of diseases by incantation of appropriate mantra under specified conditions,,1
14196,17,SAT-I.16,मणिः,maṇiḥ,maNiH,15,0,wearing of gems,type of daivavyapāśraya cikitsā; treatment of diseases by wearing appropriate gems or precious stones according to the disease,,1
14197,18,SAT-I.17,मङ्गलम्,maṅgalam,ma~ggalam,15,0,auspicious offerings,type of daivavyapāśraya cikitsā,,1
14198,19,SAT-I.18,बलिः,baliḥ,baliH,15,0,offerings to God exclusive of animal sacrifice,type of daivavyapāśraya cikitsā; type of treatment where something auspicious is offered to God for the cure of ailment,,1
14199,20,SAT-I.19,उपहारः,upahāraḥ,upahAraH,15,0,offerings to God inclusive of animal sacrifice,type of daivavyapāśraya cikitsā; type of treatment with offerings inclusive of animal sacrifice for the cure of ailment,,1
14200,21,SAT-I.20,होमम्,homam,homam,15,0,oblations or offerings given through fire,type of daivavyapāśraya cikitsā; process of offering of various things in to fire for the cure of ailment,,1
14201,22,SAT-I.21,नियमः,niyamaḥ,niyamaH,15,0,practicing auspicious rules,type of daivavyapāśraya cikitsā; practice of following of certain rules to cure the ailment,,1
14202,23,SAT-I.22,प्रायश्चित्तम्,prāyaścittam,prAyaScittam,15,0,atonement,type of daivavyapāśraya cikitsā,,1
14203,24,SAT-I.23,उपवासः,upavāsaḥ,upavAsaH,15,0,fasting,type of daivavyapāśraya cikitsā; practice of fasting for the cure of ailment,,1
14204,25,SAT-I.24,स्वस्त्ययनम्,svastyayanam,svastyayanam,15,0,blessings from elders,type of daivavyapāśraya cikitsā; taking blessings (āśirvāda) to get cured from ailment,,1
14205,26,SAT-I.25,प्रणिपातगमनम्,praṇipātagamanam,praNipAtagamanam,15,0,pilgrimage,type of daivavyapāśraya cikitsā; visiting to some holy place to get cured from disease,,1
14206,27,SAT-I.26,युक्तिव्यपाश्रय-चिकित्सा,yuktivyapāśraya-cikitsā,yuktivyapASraya-cikitsA,4,0,logic based treatment,"rational and logical therapeutic intervention within the ambit of human intelligence; one of the classifications of treatment wherein modalities like administration of medicine, diet and other logical methods are applied for treatment",,1
14207,28,SAT-I.27,आहारद्रव्ययोजनम्,āhāradravyayojanam,AhAradravyayojanam,27,0,therapeutic dietetics,administration of proper diet for the management of diseases,,1
14208,29,SAT-I.28,औषधद्रव्ययोजनम्,auṣadhadravyayojanam,auShadhadravyayojanam,27,0,therapeutic medication,administration of medicines for the management of diseases,,1
14209,30,SAT-I.29,अभेषजम्,abheṣajam,aBeShajam,29,0,detrimental to health,antonym of medicine; substances with adverse effect to health,,1
14210,31,SAT-I.30,बाधनम्,bādhanam,bAdhanam,30,0,immediately detrimental to health,"one of the two types of abheṣaja e.g. poison, burn by fire or cut by sharp instrument etc. that produce immediate effect after their use",,1
14211,32,SAT-I.31,सानुबाधनम्,sānubādhanam,sAnubAdhanam,30,0,detrimental to health in long term,one of the two types of abheśaja e.g. use of incompatible food articles constantly for a long time causes diseases like kuṣṭa,,1
14212,33,SAT-I.32,भेषजम्,bheṣajam,BeShajam,29,0,therapeutic measures,procedure or medicine used for the treatment of disease,,1
14213,34,SAT-I.33,स्वस्थस्योर्जस्करम्,svasthasyorjaskaram,svasthasyorjaskaram,33,0,which improves vitality in healthy,medicine or regimen which tones up the health of a healthy person; a feature of rasāyana  therapy,,1
14214,35,SAT-I.34,रसायनम्,rasāyanam,rasAyanam,33,0,rejuvenation,the procedures or medicines used to improve health and longevity,,1
14215,36,SAT-I.35,वाजीकरणम्,vājīkaraṇam,vAjIkaraNam,33,0,aphrodisiac therapy,one among the eight clinical branches of āyurveda concerned with aphrodisiac management,,1
14216,37,SAT-I.36,आर्तस्यरोगनुत्,ārtasyaroganut,Artasyaroganut,33,0,curative medicine,medicine which cures the ailments of a patient,,1
14217,38,SAT-I.37,संशमनम्,saṁśamanam,saMSamanam,33,0,palliative procedure,"therapy which is aimed at mitigating the disease by pacifying dośa (in contrast to purifying therapies, which remove the dośa from the body)",,1
14218,39,SAT-I.38,द्विविधोपक्रमः,dvividhopakramaḥ,dvividhopakramaH,4,0,two fold therapeutic regimen,a broad classification of therapeutic measures into two sub categories - santarpaṇam and apatarpaṇam,,1
14219,40,SAT-I.39,सन्तर्पणम्,santarpaṇam,santarpaNam,39,0,nourishing procedure,a procedure of alleviation of disease by nourishing of bodily tissues,,1
14220,41,SAT-I.40,अपतर्पणम्,apatarpaṇam,apatarpaNam,39,0,depleting procedure,a procedure of alleviation of disease by depletion of bodily tissues,,1
14221,42,SAT-I.41,षड्विधोपक्रमाः,ṣaḍvidhopakramāḥ,ShaDvidhopakramAH,4,0,six types of treatment modalities,"sub division of therapeutic measures in six sub categories namely bṛṁhaṇam, snehanam, stambhanam, laṁghanam, svedanam and rūkṣaṇam",,1
14222,43,SAT-I.42,बृंहणम्/बृंहणचिकित्सा,bṛṁhaṇam/bṛṁhaṇacikitsā,bRuMhaNam/bRuMhaNacikitsA,4,0,nourishing therapy,one among the ṣaḍvidhopakramāḥ; procedure which is nutritive/ nourishing/ increasing body weight / growth promoting or bulk enhancing,,1
14223,44,SAT-I.43,स्नेहनम्/स्नेहन-कर्म,snehanam/snehana-karma,snehanam/snehana-karma,4,0,therapeutic oleation,one among the ṣaḍvidhopakramāḥ which involves the lubricating of bodily systems internally or externally,,1
14224,45,SAT-I.44,स्तम्भनम्/स्तम्भन-कर्म,stambhanam/stambhana-karma,stamBanam/stamBana-karma,4,0,styptic therapy,one among the ṣaḍvidhopakramāḥ; procedure or action of drug causing arrest of secretion or control of bleeding,,1
14225,46,SAT-I.45,लङ्घनम्,laṁghanam,la~gGanam,4,0,depleting therapy,one among the ṣaḍvidhopakramāḥ; procedure that induces lightness in the body,,1
14226,47,SAT-I.46,दीपनम्,dīpanam,dIpanam,4,0,enhancing metabolic fire,process by which the metabolic fire is enhanced,,1
14227,48,SAT-I.47,पाचनम्,pācanam,pAcanam,4,0,enhancing digestion,"process by which the undigested food, doṣa etc are digested",,1
14228,49,SAT-I.48,क्षुधा,kṣudhā,kShudhA,4,0,hunger - treatment,process of keeping the person hungry as a therapeutic measure,,1
14229,50,SAT-I.49,तृष्णा,tṛṣṇā,tRuShNA,4,0,thirst - treatment,process of keeping the person thirsty as a therapeutic measure,,1
14230,51,SAT-I.50,मारुतः,mārutaḥ,mArutaH,4,0,exposure to wind,process of exposing the person to wind as a therapeutic measure,,1
14231,52,SAT-I.51,आतपः,ātapaḥ,AtapaH,4,0,exposure to sunlight,process of exposing the person to sunlight as a therapeutic measure,,1
14232,53,SAT-I.52,व्यायामः,vyāyāmaḥ,vyAyAmaH,4,0,exercise as treatment,process of making the person to exercise as a therapeutic measure,,1
14233,54,SAT-I.53,रूक्षणम्,rūkṣaṇam,rUkShaNam,4,0,dryness inducing therapies,one among the ṣaḍvidhopakramāḥ; procedure that induces dryness,,1
14234,55,SAT-I.54,स्वेदनम्,svedanam,svedanam,4,0,sudation therapy,one among the ṣaḍvidhopakramāḥ; procedure adopted to induce sweating,,1
14235,56,SAT-I.55,लेपः,lepaḥ,lepaH,33,0,anointment,external application of medicines in the form of a paste,,1
14236,57,SAT-I.56,प्रलेपः,pralepaḥ,pralepaH,56,0,thin anointment,"a type of lepa (anointment) which is cold in quality, loose in texture and thus dries up faster",,1
14237,58,SAT-I.57,प्रदेहः,pradehaḥ,pradehaH,56,0,thick anointment,a type of lepa (anointment) which is hot in quality,,1
14238,59,SAT-I.58,आलेपः,ālepaḥ,AlepaH,56,0,anointment with moderate thickness,a type of lepa (anointment) which is moderate in thickness,,1
14239,60,SAT-I.59,दोषघ्न-लेपः,doṣaghna-lepaḥ,doShaGna-lepaH,56,0,anointment which alleviates dośa,one among the three types of lepa which alleviates doṣa,,1
14240,61,SAT-I.60,विषघ्न-लेपः,viṣaghna-lepaḥ,viShaGna-lepaH,56,0,anti-poisonous anointment,one among the three types of lepa which has anti – poisonous effect,,1
14241,62,SAT-I.61,वर्ण्य-लेपः,varṇya-lepaḥ,varNya-lepaH,56,0,anointment which promotes complexion,one among the three types of lepa which promotes complexion,,1
14242,63,SAT-I.62,दोषावसेचनम्,doṣāvasecanam,doShAvasecanam,4,0,procedure to eliminate morbid doṣa from body,synonym of śodhana-chikitsa,,1
14243,64,SAT-I.63,आशुकारि-चिकित्सा,āśukāri-cikitsā,ASukAri-cikitsA,4,0,fast acting treatment,treatment which acts quickly such as agnikarma,,1
14244,65,SAT-I.64,अपकर्षणम्,apakarṣaṇam,apakarShaNam,4,0,removal of cause of disease,removal of the doṣa or other harmful substances,,1
14245,66,SAT-I.65,प्रकृतिविघातः,prakṛtivighātaḥ,prakRutiviGAtaH,4,0,counteracting the cause of disease,creating conditions hostile to the cause of disease,,1
14246,67,SAT-I.66,निदान-परिवर्जनम्,nidāna-parivarjanam,nidAna-parivarjanam,4,0,avoidance of etiological factors,necessary prerequisite for cure and prevention of recurrence of disease,,1
14247,68,SAT-I.67,हेतुविपरीतचिकित्सा,hetuviparītacikitsā,hetuviparItacikitsA,4,0,cause antagonistic treatment,one among the three fold classification of treatment which is antagonistic to cause,,1
14248,69,SAT-I.68,व्याधिविपरीतचिकित्सा,vyādhiviparītacikitsā,vyAdhiviparItacikitsA,4,0,disease antagonistic treatment,one among the three fold classification of treatment which is antagonistic to disease,,1
14249,70,SAT-I.69,उभयार्थकारिचिकित्सा,ubhayārthakāricikitsā,uBayArthakAricikitsA,4,0,cause and disease antagonistic treatment,one among the three fold classification of treatment based on whether it is antagonist to both cause and disease,,1
14250,71,SAT-I.70,द्रव्यभूतचिकित्सा,dravyabhūtacikitsā,dravyaBUtacikitsA,4,0,treatment using substances having physical form,"treatment using substances having physical form such as herbs, minerals, etc. (opposite of adravyabhūtacikitsā)",,1
14251,72,SAT-I.71,अद्रव्यभूतचिकित्सा,adravyabhūtacikitsā,adravyaBUtacikitsA,4,0,treatment using formless substances,"treatment without using substances having physical form such as upavāsa (fasting), mantra (incantations) etc. (opposite of dravyabhūtacikitsā)",,1
14252,73,SAT-I.72,दोषोपक्रमः,doṣopakramaḥ,doShopakramaH,4,0,therapeutic measure antagonistic to dośa,therapeutic measures or set of therapies which are having characteristics or properties antagonistic to particular doṣa,,1
14253,74,SAT-I.73,कालप्रतीक्षा,kālapratīkṣā,kAlapratIkShA,4,0,waiting for appropriate treatment time,understanding the stage of the disease condition and waiting for appropriate time for treatment e.g. incision of an abscess only after it attains suppuration,,1
14254,75,SAT-I.74,संज्ञा-प्रबोधनम्,saṁjñā-prabodhanam,saMj~jA-prabodhanam,4,0,regaining consciousness,measures to bring back from the state of unconsciousness,,1
14255,76,SAT-I.75,नैष्ठिकी-चिकित्सा,naiṣṭhikī-cikitsā,naiShThikI-cikitsA,4,0,absolute treatment,"the word naiṣṭhikīcikitsā is combination of two words  niṣṭhā  (definitive) and cikitsā (treatment), thus naiṣṭhikīcikitsā means definitive treatment or a permanent remedy to disease",,1
14256,77,SAT-I.76,संशोधन-कर्म,saṁśodhana-karma,saMSodhana-karma,4,0,major purification therapy/ bio-cleansing therapy/ detoxification therapy,treatment modality based on the principle of removal of vitiated doṣa (synonym of shodhanakarma),,1
14257,78,SAT-I.77,पञ्चकर्म,pañcakarma,pa~jcakarma,77,0,five internal bio-cleansing therapies,"five fold therapeutic procedures; it includes the five therapeutic procedures of emesis, purgation, decoction enema, unctuous enema and errhine therapy",,1
14258,79,SAT-I.78,संशोधनार्हः,saṁśodhanārhaḥ,saMSodhanArhaH,78,0,person fit for cleansing procedures,person who has no contra-indications for and hence is fit for undergoing bio-cleansing therapy,,1
14259,80,SAT-I.79,पूर्वकर्म,pūrvakarma,pUrvakarma,78,0,preparatory procedures,"preparatory procedures done for proper administration of any major procedure such as pañcakarma and śastra karma; in case of pañcakarma it comprises of dīpana, administration of snehana and svedana",,1
14260,81,SAT-I.80,बाह्यस्नेहः,bāhyasnehaḥ,bAhyasnehaH,80,0,external oleation,lubrication of the body externally,,1
14261,82,SAT-I.81,बहिःपरिमार्जनम्,bahiḥparimārjanam,bahiHparimArjanam,81,0,external therapies,therapeutic procedures involving application of medicines externally,,1
14262,83,SAT-I.82,अभ्यङ्गः,abhyaṅgaḥ,aBya~ggaH,81,0,therapeutic massage,procedure to induce snehana done by external application of unctuous substance,,1
14263,84,SAT-I.83,मूर्धतैलम्/ शिरस्तैलम्,mūrdhatailam/ śirastailam,mUrdhatailam/ Sirastailam,83,0,oil application over head,"therapeutic procedure involving application of medicated oil over head, aimed to alleviating the diseases of head",,1
14264,85,SAT-I.84,शिरःसेकः,śiraḥsekaḥ,SiraHsekaH,84,0,therapeutic streaming over head,type of mūrdhatailam in which the oil is made to fall in a fine stream over head (forehead) in a meticulous manner; pouring of oil over forehead is done either in pendulous movements or constant at one point,,1
14265,86,SAT-I.85,शिरःपिचुः,śiraḥpicuḥ,SiraHpicuH,84,0,therapeutic procedure of placing tampon with oil over head region,type of mūrdhatailam in which a tampon prepared from either oil soaked cloth or cotton is kept over head,,1
14266,87,SAT-I.86,शिरोबस्तिः,śirobastiḥ,SirobastiH,84,0,therapeutic retention of oil over head region,procedure involving holding of medicated oil over the head region for a specific duration,,1
14267,88,SAT-I.87,शिरोऽभ्यङ्गः,Śiro-abhyaṅgaḥ,Siro&Bya~ggaH,84,0,therapeutic oil massage to head,type of mūrdhatailam involving application of abhyaṅga to head region,,1
14268,89,SAT-I.88,कायसेकः,kāyasekaḥ,kAyasekaH,83,0,therapeutic streaming over body,procedure in which oil or any medicated liquid is made to fall in a stream all over body,,1
14269,90,SAT-I.89,तैलधारा,tailadhārā,tailadhArA,83,0,therapeutic oil-streaming over body,procedure in which oil  is made to fall in a stream (dhāra) all over body,,1
14270,91,SAT-I.90,तक्रधारा,takradhārā,takradhArA,82,0,therapeutic butter milk -streaming over body,procedure in which butter milk (takra)  is made to fall in a stream (dhāra) all over body,,1
14271,92,SAT-I.91,कषायधारा,kaṣāyadhārā,kaShAyadhArA,82,0,therapeutic medicated decoction-streaming over body,procedure in which medicated decoction (kaṣāya)  is made to fall in a stream (dhāra) all over body,,1
14272,93,SAT-I.92,मन्याबस्तिः,manyābastiḥ,manyAbastiH,82,0,therapeutic retention of oil over cervical region,procedure involving holding of medicated oil over the cervical region for a specific duration,,1
14273,94,SAT-I.93,हृद्-बस्तिः,hṛd-bastiḥ,hRud-bastiH,82,0,therapeutic retention of oil over cardiac region,procedure involving holding of medicated oil over the cardiac region for a specific duration,,1
14274,95,SAT-I.94,पृष्ठबस्तिः,pṛṣṭhabastiḥ,pRuShThabastiH,82,0,therapeutic retention of oil over thoraco-lumbar region,procedure involving holding of medicated oil over the thoraco-lumbar region for a specific duration,,1
14275,96,SAT-I.95,कटिबस्तिः,kaṭibastiḥ,kaTibastiH,82,0,therapeutic retention of oil over lumbosacral region,procedure involving holding of medicated oil over the lumbo-sacral region for a specific duration,,1
14276,97,SAT-I.96,जानु-बस्तिः,jānu-bastiḥ,jAnu-bastiH,82,0,therapeutic retention of oil over knee region,the procedure involving holding of medicated oil over the knee region for a specific duration,,1
14277,98,SAT-I.97,संवाहनम्,saṁvāhanam,saMvAhanam,82,0,soft massage,a procedure of massage with light pressure,,1
14278,99,SAT-I.98,मर्दनम्,mardanam,mardanam,82,0,massage with pressure,a procedure of therapeutic pressurised massage,,1
14279,100,SAT-I.99,उद्वर्तनम्,udvartanam,udvartanam,82,0,therapeutic powder massage,therapeutic massage using powders,,1
14280,101,SAT-I.100,उत्सादनम्,utsādanam,utsAdanam,82,0,therapeutic powder-oil mixture massage,procedure characterized by rubbing of mixture prepared out of coarse powder and oil (or other unctuous liquid substances),,1
14281,102,SAT-I.101,उद्घर्षणम्,udgharṣaṇam,udGarShaNam,82,0,therapeutic coarse powder massage,procedure characterized by rubbing of coarse powder on the body in the reverse direction of the body hairs,,1
14282,103,SAT-I.102,उन्मर्दनम्,unmardanam,unmardanam,82,0,manual massage in ascending direction,a type of therapeutic massage of the body parts wherein the gentle strokes are applied in the ascending direction by the palms of the masseur,,1
14283,104,SAT-I.103,पादाघातः,pādāghātaḥ,pAdAGAtaH,82,0,therapeutic pedal massage,therapeutic massage done using the feet using body weight as pressure,,1
14284,105,SAT-I.104,आभ्यन्तरस्नेहः,ābhyantarasnehaḥ,AByantarasnehaH,78,0,internal oleation,"administration of appropriate dose of ghee, oil or any other unctuous substance internally for achieving oleation",,1
14285,106,SAT-I.105,सद्यस्नेहः,sadyasnehaḥ,sadyasnehaH,105,0,quick oleation,unctuous substance administered internally which induces quick oleation,,1
14286,107,SAT-I.106,अच्छस्नेहः,acchasnehaḥ,acCasnehaH,105,0,administration of unctuous substance exclusively,therapeutic procedure of administration of unctuous substance in pure form per oral (without mixing with any medicine or food or any other route),,1
14287,108,SAT-I.107,प्रविचारणास्नेहः/ विचारणास्नेहः,pravicāraṇāsnehaḥ/ vicāraṇāsnehaḥ,pravicAraNAsnehaH/ vicAraNAsnehaH,105,0,co-administration of unctuous substance in various forms,methods of inducing oleation by administering various unctuous substances along with food or medicine or from other par-enteral route,,1
14288,109,SAT-I.108,स्वेदनम्,svedanam,svedanam,80,0,sudation therapy,therapeutic procedure for inducing diaphoresis,,1
14289,110,SAT-I.109,अग्निस्वेदः,agnisvedaḥ,agnisvedaH,109,0,sudation by direct or indirect contact with fire,sudation therapy which induce diaphoresis by mean of heat directly or indirectly from fire,,1
14290,111,SAT-I.110,सङ्करस्वेदः,saṅkarasvedaḥ,sa~gkarasvedaH,110,0,sudation by medicated bolus,type of agnisvedaḥ in which sudation is done by external application of prewarmed medicine in the form of bolus with or without covering cloth,,1
14291,112,SAT-I.111,प्रस्तरस्वेदः,prastarasvedaḥ,prastarasvedaH,110,0,sudation by lying on bed,type of agnisvedaḥ in which sudation is done by making the person lay down on bed with pre-warmed medicine spread over it,,1
14292,113,SAT-I.112,नाडीस्वेदः,nāḍīsvedaḥ,nADIsvedaH,110,0,sudation using pipe like instrument,type of agnisvedaḥ in which sudation is done by steam from a tube like instrument,,1
14293,114,SAT-I.113,परिषेकस्वेदः,pariṣekasvedaḥ,pariShekasvedaH,110,0,sudation by streaming of pre-warmed liquid,type of agnisvedaḥ in which sudation is done by sprinkling of pre warmed liquid,,1
14294,115,SAT-I.114,अवगाहस्वेदः,avagāhasvedaḥ,avagAhasvedaH,110,0,sudation by sitting in tub,type of agnisvedaḥ in which sudation is done by sitting in a tub filled with pre warmed liquid,,1
14295,116,SAT-I.115,जेन्ताकस्वेदः,jentākasvedaḥ,jentAkasvedaH,110,0,sudation done in a particular chamber,type of agnisvedaḥ in which sudation is done by making a person sit in specially designed chamber with heating arrangement inside it for desired period of time,,1
14296,117,SAT-I.116,अश्मघनस्वेदः,aśmaghanasvedaḥ,aSmaGanasvedaH,110,0,sudation on stone bed,type of agnisvedaḥ in which sudation is done by making the person lay down on pre-warmed stone bed,,1
14297,118,SAT-I.117,कर्षूस्वेदः,karṣūsvedaḥ,karShUsvedaH,110,0,sudation by a pit filled with ember of desired substances,a type of agni svedaḥ in which sudation is done by making the person lay down or sit over a bed placed above a pit filled with ember of desired substances,,1
14298,119,SAT-I.118,कुटीस्वेदः,kuṭīsvedaḥ,kuTIsvedaH,110,0,sudation done in cottage,a type of agni svedaḥ in which sudation is done by making a person sit in specially designed cottage with source of heat placed outside the cottage,,1
14299,120,SAT-I.119,भूस्वेदः,bhūsvedaḥ,BUsvedaH,110,0,sudation on warm earth surface,a type of agni svedaḥ in which sudation is done by making the person lay down on pre-warmed earth which is devoid of breeze,,1
14300,121,SAT-I.120,कुम्भीस्वेदः,kumbhīsvedaḥ,kumBIsvedaH,110,0,sudation with buried pot filled with decoctions,a type of agni svedaḥ in which sudation is done by making the person lay down or sit over a bed placed above a buried pot filled with hot decoction or liquid,,1
14301,122,SAT-I.121,कूपस्वेदः,kūpasvedaḥ,kUpasvedaH,110,0,sudation from a well,a type of agni svedaḥ in which sudation is done by making the person lay down or sit over a bed placed above a shallow well containing ember of various substances filled in it,,1
14302,123,SAT-I.122,होलाकस्वेदः,holākasvedaḥ,holAkasvedaH,110,0,sudation induced by burning substances in a specially made pot,a type of agni svedaḥ in which sudation is done by making a person lay down or sit over a bed placed above specially designed pot which generate heat from for burning of dry substance like gomaya (cowdung),,1
14303,124,SAT-I.123,पिण्डस्वेदः,piṇḍasvedaḥ,piNDasvedaH,110,0,sudation by application of poultice,sudation with application of a bolus prepared with medicated substances,,1
14304,125,SAT-I.124,उपनाहस्वेदः (साग्निः),upanāhasvedaḥ (sāgniḥ),upanAhasvedaH (sAgniH),110,0,sudation by application of medicated herbal paste or powders,sudation with application of paste which is pre-warmed as in saṅkarasvedaḥ,,1
14305,126,SAT-I.125,निरग्निस्वेदः,niragnisvedaḥ,niragnisvedaH,109,0,sudation without involving fire,sudation procedures which do not use any direct or indirect use of fire,,1
14306,127,SAT-I.126,व्यायामः,vyāyāmaḥ,vyAyAmaH,126,0,sudation by exercise,type of niragnisvedaḥ in which sudation is induced by exercise,,1
14307,128,SAT-I.127,उष्णसदनम्,uṣṇasadanam,uShNasadanam,126,0,sudation by sitting in a warm room,type of niragnisvedaḥ in which sudation is induced by sitting in a warm room,,1
14308,129,SAT-I.128,गुरुप्रावरणम्,guruprāvaraṇam,guruprAvaraNam,126,0,sudation by wearing heavy clothes,type of niragnisvedaḥ in which sudation is induced by warm heavy clothes,,1
14309,130,SAT-I.129,क्षुधा,kṣudhā,kShudhA,126,0,sudation by hunger,type of niragnisvedaḥ in which sudation is induced by keeping a person hungry,,1
14310,131,SAT-I.130,बहुपानम्,bahupānam,bahupAnam,126,0,sudation by drinking of lot of alcohol,type of niragnisvedaḥ in which sudation is induced by drinking of lot of alcohol,,1
14311,132,SAT-I.131,भयः,bhayaḥ,BayaH,126,0,sudation by fear,type of niragnisvedaḥ in which sudation is induced by frightening the person,,1
14312,133,SAT-I.132,क्रोधः,krodhaḥ,krodhaH,126,0,sudation by anger,type of niragnisvedaḥ in which sudation is induced by making a person angry,,1
14313,134,SAT-I.133,उपनाहः (निरग्निः),upanāhaḥ (niragniḥ),upanAhaH (niragniH),126,0,sudation by application of medicated herbal paste or powders,type of niragnisvedaḥ in which sudation with application of paste to induce sudation by blocking body heat to escape,,1
14314,135,SAT-I.134,आहवः/युध्दः,āhavaḥ/yudhdaḥ,AhavaH/yudhdaH,126,0,sudation by fighting,type of niragnisvedaḥ in which sudation is induced by fight,,1
14315,136,SAT-I.135,आतपः,ātapaḥ,AtapaH,126,0,sudation by exposure to sun,type of niragnisvedaḥ in which sudation is induced by exposing a person to sun,,1
14316,137,SAT-I.136,तापस्वेदः,tāpasvedaḥ,tApasvedaH,126,0,sudation by contact of warm substance,procedure of inducing sudation by applying a warm substance on the surface,,1
14317,138,SAT-I.137,द्रवस्वेदः,dravasvedaḥ,dravasvedaH,126,0,sudation by warm liquid,procedure of inducing sudation by applying a warm liquid,,1
14318,139,SAT-I.138,प्रधान-कर्म,pradhāna-karma,pradhAna-karma,78,0,main therapeutic procedures,main procedures; usually used in the context of pañcakarma  and śastrakarma,,1
14319,140,SAT-I.139,वमन-कर्म/ प्रच्छर्दनम्,vamana-karma/ pracchardanam,vamana-karma/ pracCardanam,139,0,therapeutic emesis,therapeutic process for controlled induction of vomiting along with a series of pre and post operative measures,,1
14320,141,SAT-I.140,विरेचन-कर्म,virecana-karma,virecana-karma,139,0,therapeutic purgation,therapeutic process for controlled induction of purgation along with a series of pre and post operative measures,,1
14321,142,SAT-I.141,बस्ति-कर्म,basti-karma,basti-karma,139,0,therapeutic enema,therapeutic procedure of giving medication per rectum through specially designed bastiḥ instrument,,1
14322,143,SAT-I.142,अनुवासन-बस्तिः,anuvāsana-bastiḥ,anuvAsana-bastiH,142,0,therapeutic unctuous enema,a form of medicated unctuous enema; the dose of which is half of that of snehabastiḥ,,1
14323,144,SAT-I.143,स्नेह-बस्तिः,sneha-bastiḥ,sneha-bastiH,142,0,therapeutic unctuous enema,medicated unctous enema usually given in quantity one fourth of that of decoction enema,,1
14324,145,SAT-I.144,मात्राबस्तिः,mātrābastiḥ,mAtrAbastiH,142,0,a form of unctuous enema,medicated enema given in such a dose which will show no complications even if retained or post therapy regimen are not followed,,1
14325,146,SAT-I.145,आस्थापन-बस्तिः/ निरूह-बस्तिः,āsthāpana-bastiḥ/ nirūha-bastiḥ,AsthApana-bastiH/ nirUha-bastiH,142,0,therapeutic decoction enema,therapeutic procedure of giving medication with a mixture predominantly containing decoction by enema,,1
14326,147,SAT-I.146,यापन-बस्तिः,yāpana-bastiḥ,yApana-bastiH,142,0,enema which prolongs the life span,form of therapeutic enema which is used for maintenance of health to prolong life span,,1
14327,148,SAT-I.147,युक्तरथ-बस्तिः,yuktaratha-bastiḥ,yuktaratha-bastiH,142,0,enema which can be administered even during travelling,therapeutic enema that can be administered without major safety concerns and do not bind patients to take bed rest,,1
14328,149,SAT-I.148,माधुतैलिकबस्तिः,mādhutailikabastiḥ,mAdhutailikabastiH,142,0,enema prepared from honey and oil,medicated enema constituting mainly of honey and oil,,1
14329,150,SAT-I.149,वैतरण-बस्तिः,vaitaraṇa-bastiḥ,vaitaraNa-bastiH,142,0,special type of enema with revival property,"the term literally means revival, and the basti having such potency is called as vaitaraṇa-bastiḥ",,1
14330,151,SAT-I.150,पिच्छा/पिच्छिल-बस्तिः,picchā/picchila-bastiḥ,picCA/picCila-bastiH,142,0,slimy enema,basti having slimy / unctous consistency is called as picchābasti,,1
14331,152,SAT-I.151,सिद्ध-बस्तिः,siddha-bastiḥ,siddha-bastiH,142,0,"enema, which improves strength, complexion and growth",the special medicated enema which cure certain diseases and provide longevity,,1
14332,153,SAT-I.152,कर्म-बस्तिः,karma-bastiḥ,karma-bastiH,142,0,course of thirty therapeutic enema,form of therapeutic enema wherein a course of thirty enema which includes eighteen anuvāsana-basti and twelve nirūha- basti are administered in a particular sequence,,1
14333,154,SAT-I.153,काल-बस्तिः,kāla-bastiḥ,kAla-bastiH,142,0,course of sixteen therapeutic enema,form of therapeutic enema wherein a course of sixteen enema which includes ten anuvāsana-basti and six nirūha- basti are administered in a particular sequence,,1
